,generation algorithm,straights_num,turn_num,dead_end_num,T_num,cross_num,correct_path_len,turn_num_in_correct_path,border_l,neighbor_sum,L_num,L_size,L_size_std,R_num,R_size,R_size_std
312,Kruskal,93,11,25,19,2,37,22,150,7,4,78,16.75559608,4,46,8.874119675
313,Kruskal,90,10,25,19,2,37,25,182,19,6,86,19.8466342,7,38,5.314592925
314,Kruskal,95,11,25,19,2,41,20,154,8,4,52,8.660254038,4,68,11.87434209
315,Kruskal,92,13,24,18,2,45,25,174,16,6,76,16.02775371,6,40,6.896053622
316,Kruskal,92,8,25,15,4,37,25,150,15,4,68,21.37755833,7,56,12.32882801
317,Kruskal,97,8,24,14,4,45,22,167,13,3,32,5.249338583,7,84,11.26308763
318,Kruskal,87,16,30,24,2,49,18,164,15,7,76,14.73022715,5,36,4.118252056
319,Kruskal,93,13,25,15,4,53,24,192,20,9,66,7.363574011,5,42,10.91054536
320,Kruskal,99,10,20,16,1,33,25,188,13,5,52,8.13879598,5,76,15.47126368
321,Kruskal,94,12,27,21,2,37,17,168,17,5,64,13.83329317,6,60,10.26320288
322,Kruskal,94,13,25,17,3,37,22,183,10,5,52,12.41933976,5,72,13.23026833
323,Kruskal,92,18,23,17,2,57,27,199,25,11,56,4.378761665,6,48,9.660917831
324,Kruskal,95,12,26,14,5,41,21,158,11,6,42,4.725815626,5,78,19.57140772
325,Kruskal,93,12,21,17,1,41,29,135,7,5,44,7.110555534,3,76,22.23110933
326,Kruskal,96,14,21,15,2,45,27,157,12,5,68,18.26033954,5,48,9.583318841
327,Kruskal,94,8,26,18,3,37,20,173,13,6,96,18.86796226,4,28,7.549834435
328,Kruskal,91,11,22,16,2,37,30,150,5,3,48,7.483314774,3,76,16.67999467
329,Kruskal,98,10,23,15,3,37,22,170,14,6,56,14.68181036,4,68,10.34408043
330,Kruskal,98,11,25,19,2,41,17,183,16,5,50,6.693280212,6,70,8.595864639
331,Kruskal,90,9,28,20,3,37,20,167,13,6,64,12.68419839,6,60,10
332,Kruskal,91,13,24,18,2,41,26,155,15,7,78,21.58986913,6,42,8.774964387
333,Kruskal,98,7,25,21,1,41,16,177,12,6,26,2.134374746,5,94,23.54909765
334,Kruskal,96,8,24,20,1,33,20,185,17,7,60,7.613092911,5,68,13.04760514
335,Kruskal,100,11,25,17,3,45,16,150,13,5,94,24.08651075,6,22,2.134374746
336,Kruskal,92,12,25,21,1,45,22,161,9,7,104,15.74283122,4,12,1.732050808
337,Kruskal,94,15,23,19,1,49,24,175,15,6,54,8.22597512,6,58,8.673074554
338,Kruskal,91,7,27,17,4,33,22,158,19,4,46,11.0792599,9,82,16.76268637
339,Kruskal,91,7,25,17,3,33,25,127,15,7,94,22.41719457,3,34,13.19932658
340,Kruskal,95,11,22,18,1,37,25,151,13,6,60,11.01514109,3,64,24.51303508
341,Kruskal,96,10,22,16,2,41,25,165,10,5,80,18.19890107,5,40,6.57267069
342,Kruskal,95,12,25,15,4,41,22,166,14,8,52,5.809475019,5,68,20.33322404
343,Kruskal,92,14,25,15,4,41,25,139,11,6,96,27.76088375,5,24,2.993325909
344,Kruskal,94,12,22,18,1,41,26,123,3,3,100,23.68309289,3,20,5.249338583
345,Kruskal,95,12,24,18,2,41,22,139,10,3,80,33.47967875,6,40,4.5704364
346,Kruskal,93,9,25,23,0,45,20,172,13,4,26,7.794228634,7,90,17.59406208
347,Kruskal,94,15,22,14,3,45,28,149,12,3,16,4.714045208,7,100,15.65443146
348,Kruskal,92,9,23,17,2,33,27,171,12,5,58,14.33317829,6,70,13.38739042
349,Kruskal,93,15,23,21,0,53,24,168,11,6,86,17.71690969,7,22,1.456862718
350,Kruskal,98,8,26,16,4,37,17,201,22,8,54,8.996527108,7,70,9.44154951
351,Kruskal,87,13,26,20,2,41,26,161,16,6,48,12.54325848,6,72,14.23610434
352,Kruskal,97,16,20,12,3,45,29,142,14,5,58,14.3888846,5,58,12.98614646
353,Kruskal,98,10,22,20,0,49,21,149,9,6,88,20.3851798,5,24,2.039607805
354,Kruskal,93,7,26,20,2,33,20,178,13,7,72,15.61788614,5,56,9.68297475
355,Kruskal,93,8,24,16,3,37,25,146,9,4,36,5.385164807,4,88,25.57342371
356,Kruskal,101,5,24,18,2,37,16,146,8,1,4,0,7,120,24.83907389
357,Kruskal,97,11,23,15,3,45,23,150,9,3,52,21.68460796,7,64,9.124982527
358,Kruskal,86,11,28,24,1,41,22,181,18,7,54,7.886956424,7,66,9.240549502
359,Kruskal,91,15,28,18,4,53,20,181,16,5,30,6.196773354,8,78,11.80836568
360,Kruskal,94,13,23,13,4,45,27,185,21,7,54,9.4674523,7,62,11.20495517
361,Kruskal,92,11,28,20,3,45,18,146,9,7,50,6.916410535,3,66,19.25270544
362,Kruskal,94,12,25,17,3,41,22,137,15,7,96,26.28260851,2,24,6
363,Kruskal,95,10,28,18,4,37,16,166,11,5,68,12.09297317,5,56,10.24499878
364,Kruskal,95,9,27,17,4,37,18,176,16,7,106,15.33836061,4,18,2.179449472
365,Kruskal,95,12,27,19,3,37,17,171,13,4,40,6.480740698,7,84,16.6647618
366,Kruskal,93,15,19,9,4,45,36,127,5,5,38,6.37495098,2,78,29
367,Kruskal,96,8,29,19,4,33,13,151,11,5,66,19.45661841,5,62,15.25254077
368,Kruskal,98,12,22,16,2,45,23,195,15,4,10,0.866025404,8,106,17.99826381
369,Kruskal,97,8,27,17,4,37,16,171,13,4,86,13.95528574,6,38,6.368324392
370,Kruskal,91,10,27,15,5,33,23,174,16,8,52,7.399324293,5,76,17.13942823
371,Kruskal,95,9,24,16,3,33,23,147,10,4,84,13.89244399,5,44,10.70327053
372,Kruskal,91,12,23,19,1,41,27,169,14,7,86,14.90651138,4,34,3.840572874
373,Kruskal,95,8,26,20,2,33,18,161,12,7,40,5.062870042,4,88,28.14249456
374,Kruskal,99,11,27,19,3,49,13,164,12,5,44,4.308131846,6,68,15.90248059
375,Kruskal,92,7,24,18,2,33,25,171,15,6,54,13.89244399,5,74,16.12947612
376,Kruskal,93,21,24,16,3,57,25,201,23,12,74,7.186020379,6,30,3.605551275
377,Kruskal,92,7,23,19,1,33,26,177,12,6,50,8.975274679,4,78,7.794228634
378,Kruskal,95,10,24,20,1,37,21,171,12,4,72,15.16575089,7,52,8.797031039
379,Kruskal,95,20,23,15,3,61,25,187,12,6,64,9.357112565,7,36,3.83325939
380,Kruskal,90,17,26,20,2,45,23,181,14,9,66,7.944250192,4,50,9.937303457
381,Kruskal,95,13,20,12,3,45,31,171,14,7,46,5.728553616,4,70,9.20597632
382,Kruskal,88,18,26,22,1,53,24,161,14,5,48,8.428523002,7,60,10.93953698
383,Kruskal,102,7,24,18,2,33,15,169,15,4,40,12.72792206,8,88,15.39480432
384,Kruskal,92,10,29,19,4,41,17,173,17,8,40,4.242640687,5,80,19.51409747
385,Kruskal,91,14,24,16,3,45,27,164,12,4,38,5.722761571,7,78,14.33705062
386,Kruskal,97,5,24,20,1,33,19,132,7,3,14,2.494438258,5,114,31.93994364
387,Kruskal,91,10,27,17,4,41,22,170,14,6,28,3.399346342,7,92,17.16665016
388,Kruskal,94,14,23,15,3,49,26,159,13,6,32,4.988876516,7,80,12.12856302
389,Kruskal,90,7,27,21,2,37,21,191,18,4,28,7.549834435,9,96,9.797958971
390,Kruskal,93,12,24,18,2,49,24,183,17,6,64,7.180219743,8,48,7.681145748
391,Kruskal,96,16,22,16,2,45,25,153,10,4,58,14.02676014,5,58,9.414881837
392,Kruskal,94,13,25,19,2,41,21,176,10,4,36,4.582575695,6,84,12.4365054
393,Kruskal,92,9,30,18,5,33,16,186,16,6,72,9.237604307,7,56,9.133924208
394,Kruskal,90,19,26,16,4,49,25,151,18,7,90,22.59853707,7,22,1.456862718
395,Kruskal,87,12,30,18,5,45,21,184,21,9,42,3.651483717,7,74,14.21123442
396,Kruskal,93,8,27,17,4,37,20,180,16,8,40,3.16227766,6,84,19.83263304
397,Kruskal,95,12,25,21,1,37,19,162,11,3,66,19.86621923,7,58,8.241260058
398,Kruskal,94,16,24,20,1,49,22,208,22,9,68,7.228202652,8,44,7.123903424
399,Kruskal,98,9,24,18,2,37,19,183,17,6,76,13.449494,8,48,8.366600265
400,Prims,95,9,25,17,3,41,21,192,23,9,46,3.413842555,6,74,17.22078847
401,Prims,92,9,30,16,6,37,17,154,13,5,106,25.38030733,8,18,0.661437828
402,Prims,96,10,27,21,2,37,15,197,18,6,54,11.53256259,8,70,11.31094603
403,Prims,95,6,29,23,2,33,12,164,11,5,90,15.89968553,4,38,9.836157786
404,Prims,96,4,29,19,4,33,13,127,5,4,60,17,3,68,27.82484901
405,Prims,95,9,27,17,4,37,18,141,11,6,98,27.04112095,4,26,4.55521679
406,Prims,96,6,25,21,1,33,18,178,17,7,64,11.55642767,6,64,14.45298893
407,Prims,92,6,31,21,4,33,13,161,13,6,72,16.89181261,5,56,14.72956211
408,Prims,97,5,26,14,5,33,19,125,12,6,116,34.36406392,4,12,1
409,Prims,95,6,29,19,4,37,14,176,13,3,48,9.933109617,7,76,9.493284415
410,Prims,89,8,32,20,5,33,15,182,18,6,34,6.574360974,8,94,15.69832794
411,Prims,92,5,32,16,7,33,14,187,20,9,62,7.780951733,6,66,14.2243922
412,Prims,98,6,29,13,7,33,14,189,19,8,74,15.42522285,6,54,9.433981132
413,Prims,88,8,33,19,6,33,15,178,15,5,64,9.086253353,8,64,12.9614814
414,Prims,89,9,30,20,4,37,18,206,18,7,48,3.522522287,7,76,9.249379461
415,Prims,91,7,29,17,5,33,19,184,16,4,38,5.172040216,9,90,17.35895542
416,Prims,93,8,31,25,2,37,10,150,16,3,70,22.23110933,7,54,9.345958419
417,Prims,96,5,31,15,7,33,12,188,21,8,66,15.79359047,8,62,8.742854225
418,Prims,95,8,28,22,2,37,14,188,19,6,38,3.901566637,8,86,17.54814805
419,Prims,88,11,31,15,7,33,20,168,18,5,80,25.10776772,8,48,7.681145748
420,Prims,94,8,27,21,2,37,17,186,16,4,14,0.866025404,8,110,12.18349293
421,Prims,92,9,29,17,5,41,18,172,20,10,102,19.37937047,7,18,0.903507903
422,Prims,89,12,31,19,5,45,17,193,26,8,48,5.916079783,9,68,10.57366867
423,Prims,92,11,32,18,6,37,13,121,11,4,20,3.31662479,6,104,34.28637565
424,Prims,90,6,29,21,3,33,18,171,18,6,34,3.901566637,7,94,20.04891976
425,Prims,96,5,31,17,6,33,11,214,24,9,98,16.65629307,7,30,3.103651569
426,Prims,96,7,28,20,3,33,14,195,19,6,36,7.211102551,8,92,12.19631092
427,Prims,89,9,32,22,4,33,14,197,15,6,44,5.617433182,7,84,11.3137085
428,Prims,94,6,27,19,3,37,18,145,12,6,110,26.3417708,5,14,0.979795897
429,Prims,89,10,29,25,1,41,17,178,16,8,96,16.673332,4,24,3.16227766
430,Prims,99,7,30,18,5,33,9,208,22,6,28,5.96284794,8,100,15.15750639
431,Prims,93,10,28,18,4,37,18,185,14,6,62,13.43709625,6,62,10.15983377
432,Prims,91,10,28,18,4,33,20,152,11,5,74,23.6507928,5,54,12.74990196
433,Prims,94,11,27,15,5,33,20,135,12,4,60,20.22374842,6,68,19.9888858
434,Prims,93,7,28,18,4,37,18,187,16,7,78,11.10249099,8,46,6.279928344
435,Prims,93,12,30,18,5,37,15,165,15,6,88,18.20866704,6,36,6.110100927
436,Prims,97,6,28,16,5,33,15,212,19,6,32,2.98142397,8,96,14.93318452
437,Prims,92,8,30,20,4,33,15,172,14,6,66,18.35755975,6,62,10.35481638
438,Prims,94,9,28,22,2,41,15,169,12,6,62,12.56538455,5,58,11.55162326
439,Prims,94,6,27,17,4,33,19,170,14,6,68,12.78888406,7,60,12.90467405
440,Prims,95,11,30,24,2,37,10,212,21,8,86,13.74545379,7,38,4.499433071
441,Prims,96,7,26,18,3,37,18,163,10,4,68,20.22374842,5,56,10.70327053
442,Prims,91,9,31,23,3,33,13,153,12,6,76,17.42284579,5,52,11.75755077
443,Prims,90,7,31,17,6,37,17,175,19,9,92,14.97982182,4,32,6.633249581
444,Prims,94,8,29,17,5,37,16,227,24,7,62,8.270922758,9,62,6.402160129
445,Prims,94,6,28,22,2,33,15,184,13,3,28,7.717224602,7,100,16.78191446
446,Prims,93,6,30,18,5,33,15,173,17,9,96,14.29840706,4,32,7.071067812
447,Prims,90,8,32,22,4,33,13,169,13,6,78,14.31782106,5,50,9.208691547
448,Prims,94,8,30,18,5,37,14,193,21,9,38,3.93778781,7,86,18.89606373
449,Prims,95,10,28,18,4,41,16,180,13,6,90,16.52271164,7,30,2.710523709
450,Prims,96,7,24,18,2,37,21,209,17,4,42,5.545268253,9,82,9.386094259
451,Prims,91,4,31,21,4,33,14,170,23,7,62,14.49560102,6,66,13.0511813
452,Prims,90,5,30,22,3,33,16,214,24,7,66,4.981598793,9,62,7.187094057
453,Prims,93,10,25,17,3,33,23,165,13,5,78,15.25254077,5,50,16
454,Prims,92,9,28,14,6,41,21,231,28,10,40,2.966479395,10,80,11.62755348
455,Prims,93,6,31,21,4,33,12,155,13,4,84,28.37252192,7,44,5.283783431
456,Prims,94,10,28,20,3,37,16,192,19,8,66,12.26529657,5,58,12.67438361
457,Prims,97,10,25,19,2,37,18,170,12,3,18,2.828427125,6,106,23.22115893
458,Prims,93,11,30,20,4,45,14,194,21,8,62,12.26529657,8,54,5.994789404
459,Prims,93,9,28,18,4,33,18,180,17,7,94,17.68661433,8,34,4.52078533
460,Prims,95,6,30,20,4,33,12,184,21,8,86,19.46631706,7,42,5.237229366
461,Prims,97,6,27,17,4,33,16,201,17,4,40,9.797958971,9,88,11.29186313
462,Prims,92,7,30,26,1,33,12,160,13,3,52,13.0979218,7,76,17.69122923
463,Prims,92,4,29,17,5,33,18,143,15,7,108,27.37494758,6,20,1.490711985
464,Prims,94,3,26,18,3,33,20,153,9,2,6,1,6,122,20.70158341
465,Prims,91,10,30,22,3,33,15,159,16,6,82,19.91370271,6,46,8.673074554
466,Prims,92,8,27,21,2,37,19,143,11,5,38,5.986651819,5,86,26.4907531
467,Prims,94,8,26,20,2,33,19,196,18,7,62,8.998866142,8,66,10.69754645
468,Prims,92,6,29,19,4,37,17,173,18,6,34,6.472162613,7,90,16.65986256
469,Prims,99,4,25,21,1,33,15,210,20,10,108,13.65869686,4,20,3.31662479
470,Prims,101,5,20,12,3,33,25,154,12,6,110,28.57543623,3,18,4.320493799
471,Prims,89,6,31,21,4,33,16,206,21,7,76,7.623808037,8,52,11.16915395
472,Prims,96,5,28,22,2,33,13,137,15,4,18,3.278719262,7,110,31.17560532
473,Prims,93,5,29,17,5,33,17,175,16,10,46,3.104834939,5,82,24.89658611
474,Prims,96,8,30,14,7,33,14,183,18,6,48,11.71893055,7,80,12.77114094
475,Prims,94,6,29,15,6,33,17,176,25,8,34,2.727178029,9,94,19.7490428
476,Prims,92,7,27,19,3,33,20,143,12,5,32,7.838367177,5,96,25.72469631
477,Prims,100,7,24,10,6,33,21,138,10,3,34,13.19932658,6,94,20.37700229
478,Prims,100,4,23,13,4,33,21,183,15,7,94,15.77391285,4,34,7.399324293
479,Prims,96,11,27,21,2,37,15,195,21,6,50,10.97977939,8,74,16.21534767
480,Prims,95,6,30,18,5,37,13,162,16,4,8,0,8,116,22.79802623
481,Prims,92,11,31,21,4,45,13,185,24,4,12,1.732050808,11,104,12.90781044
482,Prims,87,8,33,23,4,41,14,153,21,7,68,18.09273166,6,52,13.14872195
483,Prims,92,11,27,15,5,41,22,170,19,8,78,12.54741009,5,42,7.310266753
484,Prims,90,6,29,23,2,37,17,199,23,5,54,10.47664068,10,70,8.544003745
485,Prims,96,4,30,18,5,33,12,155,13,7,100,26.90573112,5,28,4.45421149
486,Prims,88,8,31,25,2,33,15,198,26,6,40,6.699917081,9,88,16.90350245
487,Prims,93,8,28,16,5,33,19,175,16,8,46,8.452070752,5,82,13.46996659
488,Prims,93,9,31,19,5,41,13,193,19,6,14,0.745355992,9,106,12.80432026
489,Prims,100,7,27,19,3,33,12,168,12,6,82,17.67924081,5,46,12.43221621
490,Prims,98,6,27,19,3,37,14,219,25,10,98,10.48618138,7,26,2.710523709
491,Prims,89,10,32,18,6,33,16,120,10,5,52,14.88086019,3,76,31.59465496
492,Prims,93,8,30,22,3,41,13,176,14,7,22,0.989743319,7,98,19.91410125
493,Prims,90,9,27,17,4,37,23,181,12,8,108,16.39359631,4,16,1.414213562
494,Prims,94,4,29,21,3,33,14,174,11,5,104,15.82908715,4,24,2.449489743
495,Prims,93,11,28,20,3,37,17,183,14,7,106,19.08947782,6,18,1.527525232
496,Prims,89,14,29,19,4,45,20,191,17,7,48,11.10249099,8,68,13.55544171
497,Prims,92,11,26,18,3,45,22,158,9,5,50,5.215361924,4,66,12.99038106
498,Prims,96,6,31,19,5,33,10,179,18,5,50,13.08434179,8,78,16.01366604
499,Prims,94,16,29,21,3,41,14,161,17,7,40,8.310308327,5,80,23.18620279
500,Sidewinder,98,8,24,18,2,33,19,162,9,4,36,12.12435565,6,92,18.92675942
501,Sidewinder,100,8,26,18,3,37,14,153,15,5,16,1.6,7,108,21.58608773
502,Sidewinder,102,7,23,15,3,41,18,184,16,1,4,0,10,116,12.25724276
503,Sidewinder,94,5,24,20,1,33,22,172,17,2,56,26,9,72,6.992058988
504,Sidewinder,100,5,24,16,3,37,18,97,12,0,0,0,7,124,36.10189661
505,Sidewinder,102,5,23,17,2,33,17,199,12,3,26,6.599663291,7,102,10.78169272
506,Sidewinder,101,9,23,15,3,41,19,165,10,5,14,1.6,6,106,14.20876099
507,Sidewinder,97,9,25,19,2,37,18,179,17,1,6,0,10,118,20.88923168
508,Sidewinder,98,6,22,18,1,33,22,152,6,3,78,22.86190427,4,50,14.79019946
509,Sidewinder,98,5,23,21,0,33,19,154,12,2,12,2,7,116,21.0228253
510,Sidewinder,105,5,20,16,1,33,19,148,3,2,8,0,3,120,25.66450207
511,Sidewinder,100,7,19,17,0,37,25,150,8,1,4,0,7,120,20.02447482
512,Sidewinder,97,6,20,16,1,45,27,148,7,2,6,1,5,110,21.61480974
513,Sidewinder,98,1,23,17,2,33,21,127,7,0,0,0,7,128,30.20744603
514,Sidewinder,92,8,26,24,0,37,19,172,15,5,20,2.19089023,7,104,17.36522446
515,Sidewinder,100,12,23,17,2,45,19,183,18,7,46,7.613092911,7,70,15.08073511
516,Sidewinder,94,6,27,23,1,37,16,117,3,2,10,3,4,114,26.73480877
517,Sidewinder,95,9,23,19,1,45,23,158,12,1,2,0,9,114,19.2296068
518,Sidewinder,100,10,26,22,1,41,12,168,14,5,64,20.61455796,7,56,5.345224838
519,Sidewinder,96,11,25,21,1,33,18,142,13,2,50,23,8,78,18.26027108
520,Sidewinder,102,8,21,15,2,37,21,160,6,2,32,14,4,92,13.74772708
521,Sidewinder,106,5,20,18,0,33,17,102,6,1,6,0,5,122,40.81960313
522,Sidewinder,97,12,24,20,1,41,19,164,14,5,40,7.375635566,7,80,19.90590108
523,Sidewinder,96,3,25,19,2,33,19,132,11,1,2,0,7,126,27.40177262
524,Sidewinder,98,7,21,13,3,41,26,140,8,3,10,0.942809042,6,110,21.14762923
525,Sidewinder,93,13,24,16,3,41,25,163,9,2,42,19,7,78,10.2459549
526,Sidewinder,97,7,28,16,5,41,15,123,11,4,18,3.278719262,5,102,33.83252873
527,Sidewinder,95,8,25,23,0,41,18,143,11,3,14,1.885618083,7,106,24.23355744
528,Sidewinder,96,10,25,23,0,45,17,182,17,4,12,1.732050808,9,104,14.10367258
529,Sidewinder,109,10,19,17,0,37,16,165,8,2,36,16,6,88,16.43843734
530,Sidewinder,104,7,21,15,2,37,19,132,8,2,8,2,6,116,31.78399318
531,Sidewinder,103,8,22,18,1,37,17,200,15,4,46,7.921489759,7,78,12.68777332
532,Sidewinder,99,7,24,18,2,41,18,157,18,4,10,0.866025404,9,110,16.50439522
533,Sidewinder,95,4,28,20,3,37,15,149,17,2,4,0,9,120,21.14500204
534,Sidewinder,100,7,20,16,1,37,24,186,13,3,10,1.885618083,7,114,13.45589924
535,Sidewinder,106,7,23,17,2,41,13,194,19,5,30,8,9,90,11.35292424
536,Sidewinder,94,11,22,14,3,45,28,148,12,1,2,0,9,114,15.52059564
537,Sidewinder,100,3,24,16,3,33,18,159,12,4,14,1.658312395,7,114,19.55004045
538,Sidewinder,97,7,23,17,2,37,22,152,17,4,34,6.538348415,7,90,22.67426843
539,Sidewinder,104,16,18,16,0,53,23,176,10,3,22,4.988876516,5,86,8.352245207
540,Sidewinder,108,9,21,17,1,37,14,219,21,5,34,7.756287772,10,90,11.07248843
541,Sidewinder,96,7,24,18,2,37,21,169,10,3,18,3.265986324,6,106,16.14173335
542,Sidewinder,105,9,20,16,1,37,19,187,10,2,16,6,7,108,14.56862718
543,Sidewinder,100,13,23,17,2,37,19,183,14,2,36,14,8,88,8.774964387
544,Sidewinder,102,3,25,15,4,33,15,97,8,1,4,0,5,124,42.62581378
545,Sidewinder,106,5,21,15,2,37,17,135,12,0,0,0,8,124,21.34830204
546,Sidewinder,99,3,24,16,3,33,19,131,6,2,4,0,5,124,26.4907531
547,Sidewinder,106,5,19,13,2,37,21,107,9,0,0,0,6,124,35.64017708
548,Sidewinder,104,1,22,16,2,33,17,142,6,0,0,0,6,128,29.08989897
549,Sidewinder,90,9,24,22,0,33,25,148,8,2,40,14,6,88,21.59217965
550,Sidewinder,98,10,24,18,2,45,19,166,18,6,16,1.490711985,7,100,22.96403577
551,Sidewinder,103,7,20,18,0,45,20,170,10,2,10,3,6,106,21.58445943
552,Sidewinder,105,8,20,14,2,37,20,137,11,3,100,30.86889841,6,24,3.055050463
553,Sidewinder,95,8,26,22,1,37,17,192,20,5,36,6.76461381,8,88,10.53565375
554,Sidewinder,99,8,21,19,0,41,22,154,13,2,16,0,8,104,21.86321111
555,Sidewinder,107,9,17,13,1,37,23,143,7,1,24,0,6,100,21.68460796
556,Sidewinder,99,3,23,17,2,33,20,151,8,1,8,0,7,120,21.51032026
557,Sidewinder,97,11,23,15,3,41,23,128,3,1,2,0,4,118,20.70627924
558,Sidewinder,95,7,25,21,1,37,19,179,11,2,12,4,8,112,14.14213562
559,Sidewinder,102,13,21,17,1,37,20,163,13,3,64,24.5673677,8,60,5.074445783
560,Sidewinder,103,3,23,15,3,33,17,185,7,1,2,0,6,126,15.22060008
561,Sidewinder,102,5,22,16,2,33,19,168,12,1,14,0,8,114,17.98436821
562,Sidewinder,99,12,22,18,1,49,21,197,17,5,44,9.431860898,9,68,5.946261405
563,Sidewinder,98,7,25,19,2,41,17,175,14,4,36,6.557438524,7,84,12.9614814
564,Sidewinder,96,11,23,21,0,41,21,149,8,2,12,2,5,108,13.41044369
565,Sidewinder,105,4,19,15,1,37,21,96,5,0,0,0,5,124,40.66644809
566,Sidewinder,96,7,26,20,2,37,17,134,13,2,4,0,7,120,29.0980047
567,Sidewinder,103,9,19,17,0,37,22,177,10,3,10,1.885618083,6,114,15
568,Sidewinder,104,7,21,15,2,33,19,172,12,3,18,4.320493799,6,110,20.79796999
569,Sidewinder,101,8,22,16,2,37,20,169,11,2,12,0,7,112,15.41798579
570,Sidewinder,104,10,22,18,1,41,16,160,9,5,30,3.577708764,4,90,20.31624965
571,Sidewinder,101,7,25,17,3,33,15,164,12,2,60,28,8,68,7.921489759
572,Sidewinder,102,7,21,19,0,37,19,123,5,1,2,0,5,122,26.08907817
573,Sidewinder,106,7,18,14,1,33,22,189,14,2,40,14,8,88,10.77032961
574,Sidewinder,105,1,23,19,1,33,13,144,12,0,0,0,8,128,25.19920634
575,Sidewinder,96,7,24,20,1,37,20,149,12,2,6,1,7,118,17.29928629
576,Sidewinder,107,3,19,17,0,33,18,174,8,2,50,9,6,78,6.608075867
577,Sidewinder,96,9,25,17,3,37,20,171,15,3,14,2.494438258,9,110,20.1206239
578,Sidewinder,98,7,21,19,0,41,23,149,10,1,6,0,8,114,21.52759857
579,Sidewinder,95,9,27,19,3,45,17,176,21,6,28,2.748737084,9,88,12.76956258
580,Sidewinder,100,14,23,17,2,45,19,186,24,5,30,5.215361924,9,86,15.19584089
581,Sidewinder,98,3,26,16,4,33,17,179,15,5,14,0.979795897,8,114,18.28763243
582,Sidewinder,96,15,24,18,2,53,21,152,16,6,38,8.825468197,8,70,13.45130105
583,Sidewinder,101,7,21,15,2,45,22,162,16,2,16,0,10,100,18.71897433
584,Sidewinder,91,11,24,20,1,41,25,135,13,3,10,0.942809042,8,110,23.13952247
585,Sidewinder,98,15,21,17,1,41,24,183,14,3,34,6.599663291,7,86,10.92460245
586,Sidewinder,105,6,23,17,2,37,14,174,10,3,54,13.95229969,6,70,7.340905182
587,Sidewinder,95,9,25,17,3,33,21,169,14,4,42,11.52171862,8,86,16.7014221
588,Sidewinder,97,7,25,21,1,45,17,150,9,1,4,0,7,112,17.36992475
589,Sidewinder,105,7,20,14,2,37,20,132,8,2,18,5,6,106,26.51833747
590,Sidewinder,98,7,25,19,2,37,17,166,13,2,14,1,8,110,18.47802749
591,Sidewinder,103,7,20,18,0,41,20,188,15,3,6,0,8,114,15.73014622
592,Sidewinder,100,1,25,21,1,33,14,162,13,0,0,0,9,128,24.35742085
593,Sidewinder,100,5,20,14,2,37,25,167,13,3,12,1.632993162,8,112,17.23368794
594,Sidewinder,95,9,23,19,1,45,23,164,13,2,14,3,9,102,17.15290711
595,Sidewinder,90,9,26,18,3,41,24,158,17,3,10,0.942809042,8,110,18.50506687
596,Sidewinder,99,1,23,19,1,33,19,141,12,0,0,0,7,128,25.51030204
597,Sidewinder,101,10,21,19,0,41,20,138,10,2,78,37,8,42,2.989565186
598,Sidewinder,107,3,22,20,0,33,12,147,8,1,6,0,6,122,19.6440548
599,Sidewinder,103,9,19,15,1,41,23,171,12,2,8,2,7,112,15.41798579
